Account,Final_Score,Final_Decision
10423373071,119,Reject
10057444582,240,Refer
10843299801,342,Accept
10888302171,179,Refer
10232725743,224,Refer
10755994637,321,Accept
10148033788,288,Refer
10533775039,182,Refer
10558101747,294,Refer
10978204197,273,Refer
10201635526,318,Accept
10676019650,412,Accept
10849764722,234,Refer
10750343712,226,Refer
10541607340,318,Accept
10070330984,288,Refer
10493612214,311,Accept
10877311328,266,Refer
10773452546,264,Refer
10688292789,308,Accept
10771377501,288,Refer
10584521807,174,Refer
10225761640,304,Accept
10695966817,375,Accept
10272960787,41,Reject
10331379610,321,Accept
10685651834,375,Accept
10194398437,283,Refer
10235938399,388,Accept
10288297519,228,Refer
10246141063,363,Accept
10338358454,369,Accept
10963669929,270,Refer
10256507904,301,Refer
10819972089,330,Accept
10523568251,154,Refer
10506331642,255,Refer
10458161222,275,Refer
10001578959,254,Refer
10694154102,151,Refer
10845942218,199,Refer
10293037502,134,Reject
10678830545,235,Refer
10890964389,229,Refer
10848720757,272,Refer
10353034184,321,Accept
10532682981,142,Refer
10179101513,326,Accept
10743788825,444,Accept
10430060528,213,Refer
10135161636,272,Refer
10352556085,273,Refer
10983474276,230,Refer
10255007452,95,Reject
10232469885,309,Accept
10907354298,342,Accept
10713970790,68,Reject
10027062697,133,Reject
10751099566,385,Accept
10591172523,239,Refer
10079503754,363,Accept
10199445268,197,Refer
10023959139,352,Accept
10252528494,298,Refer
10688970349,223,Refer
10434563107,344,Accept
10956322537,300,Refer
10222919875,135,Reject
10227347314,361,Accept
10417799364,223,Refer
10850948400,220,Refer
10581901525,342,Accept
10782474641,247,Refer
10134653560,160,Refer
10751429400,229,Refer
10508340407,237,Refer
10859267573,342,Accept
10050124257,104,Reject
10918986727,141,Refer
10545020025,311,Accept
10639782762,70,Reject
10684726446,335,Accept
10082478363,68,Reject
10435552233,303,Accept
10251860405,375,Accept
10448757279,213,Refer
10458442091,340,Accept
10108759624,239,Refer
10202455126,286,Refer
10912471562,407,Accept
10353723993,294,Refer
10057440974,318,Accept
10909079229,257,Refer
10771587478,266,Refer
10533636479,456,Accept
10422528268,299,Refer
10749388249,194,Refer
10544640232,364,Accept
10112301856,266,Refer
10677618233,352,Accept
10613317301,123,Reject
10328577561,285,Refer
10880939819,239,Refer
10702249348,185,Refer
10121233439,363,Accept
10320714547,247,Refer
10724577634,196,Refer
10800277801,49,Reject
10422985249,226,Refer
10753717833,228,Refer
10474154043,176,Refer
10862017004,351,Accept
10019564440,151,Refer
10052404906,248,Refer
10782485622,394,Accept
10801914527,321,Accept
10719055224,385,Accept
10595592130,68,Reject
10876562148,178,Refer
10927735798,356,Accept
10517064264,363,Accept
10431959463,267,Refer
10671651947,216,Refer
10094474216,281,Refer
10802608480,292,Refer
10894324703,168,Refer
10736489103,375,Accept
10563408717,385,Accept
10374261179,218,Refer
10397127219,183,Refer
10491010689,302,Accept
10154458639,287,Refer
10201873297,373,Accept
10790016226,375,Accept
10870543761,219,Refer
10506094142,211,Refer
10017306653,330,Accept
10766890589,273,Refer
10180158689,306,Accept
10881615841,429,Accept
10408973362,265,Refer
10607830144,107,Reject
10513468166,81,Reject
10924835269,257,Refer
10446422749,239,Refer
10762388611,304,Accept
10906001361,321,Accept
10005255876,401,Accept
10298817439,384,Accept
10802447046,202,Refer
10556659011,285,Refer
10315034713,257,Refer
10202397233,142,Refer
10611728754,385,Accept
10085506200,149,Refer
10078565097,365,Accept
10928357556,375,Accept
10501994899,227,Refer
10606813185,271,Refer
10910072146,362,Accept
10419135961,309,Accept
10740585672,185,Refer
10276886429,136,Reject
10718515439,250,Refer
10100487773,315,Accept
10190787975,385,Accept
10652292497,337,Accept
10231163165,321,Accept
10838208281,340,Accept
10651011570,347,Accept
10453316903,239,Refer
10002194989,101,Reject
10642631636,266,Refer
10244382425,322,Accept
10529799595,190,Refer
10164991580,179,Refer
10556400799,155,Refer
10087322065,116,Reject
10049455433,323,Accept
10989506499,52,Reject
10636501484,140,Refer
10969576480,165,Refer
10799134815,293,Refer
10499920683,21,Reject
10564280063,332,Accept
10889169602,71,Reject
10450978875,267,Refer
10966102739,272,Refer
10829994326,122,Reject
10635588589,278,Refer
10922015928,348,Accept
10728802113,325,Accept
10274692766,256,Refer
10922375350,318,Accept
10011740635,168,Refer
10159152279,338,Accept
10041678994,71,Reject
10698044516,186,Refer
10588795985,287,Refer
10899826247,280,Refer
10953965582,328,Accept
10329658276,293,Refer
10225289994,363,Accept
10141324924,191,Refer
10008240847,242,Refer
10051798258,311,Accept
10517842357,297,Refer
10790491639,363,Accept
10310947729,113,Reject
10468184683,93,Reject
10091552178,321,Accept
10425366027,128,Reject
10691772358,255,Refer
10065796007,157,Refer
10354654423,350,Accept
10447889214,172,Refer
10327047902,297,Refer
10996641598,119,Reject
10952741488,344,Accept
10822365328,310,Accept
10573504198,200,Refer
10990823152,189,Refer
10822576640,262,Refer
10268467980,215,Refer
10922422884,330,Accept
10453919689,215,Refer
10191135570,280,Refer
10591813629,297,Refer
10577142091,391,Accept
10896911905,247,Refer
10592866934,128,Reject
10495162380,190,Refer
10072099516,391,Accept
10479583741,148,Refer
10298020720,382,Accept
10732093313,187,Refer
10341019310,102,Reject
10071369215,161,Refer
10524040465,245,Refer
10849513020,222,Refer
10816310757,322,Accept
10753252636,340,Accept
10507930154,52,Reject
10700589848,252,Refer
10969373269,264,Refer
10123090959,236,Refer
10053591844,310,Accept
10389399747,182,Refer
10217599637,373,Accept
10395501964,385,Accept
10566781645,356,Accept
10400849718,90,Reject
10862663293,216,Refer
10943321923,110,Reject
10127863377,248,Refer
10674430258,361,Accept
10507949669,304,Accept
10581234100,300,Refer
10675887199,74,Reject
10373137839,351,Accept
10860513985,131,Reject
10577820762,317,Accept
10658346565,333,Accept
10459457543,329,Accept
10797323161,187,Refer
10537099277,194,Refer
10304785653,294,Refer
10287077168,190,Refer
10835584160,292,Refer
10719138866,173,Refer
10559284136,101,Reject
10134886495,174,Refer
10793716690,352,Accept
10749068235,49,Reject
10021742820,151,Refer
10431706384,164,Refer
10587846614,278,Refer
10168784580,332,Accept
10574875267,373,Accept
10130073695,258,Refer
10147530770,204,Refer
10508727077,63,Reject
10243550891,321,Accept
10598974543,266,Refer
10025134275,342,Accept
10332347484,389,Accept
10270583164,125,Reject
10047405752,262,Refer
10634989378,209,Refer
10586703577,179,Refer
10539379058,152,Refer
10699568448,268,Refer
10919622143,311,Accept
10332864222,342,Accept
10334860681,310,Accept
10866516724,360,Accept
10929468354,321,Accept
10378421395,275,Refer
10011894629,230,Refer
10708234191,308,Accept
10459287903,306,Accept
10650568462,321,Accept
10649246154,373,Accept
10674268634,389,Accept
10049268931,211,Refer
10992252341,50,Reject
10827889046,70,Reject
10442937094,190,Refer
10134620363,324,Accept
10338582071,280,Refer
10486524271,288,Refer
10301765065,29,Reject
10292762392,270,Refer
10325736396,161,Refer
10473005564,352,Accept
10126994706,374,Accept
10363071549,207,Refer
10835581559,373,Accept
10871496058,212,Refer
10455283577,314,Accept
10608432253,170,Refer
10008367574,352,Accept
10575904236,292,Refer
10815898284,372,Accept
10796453479,335,Accept
10603630833,220,Refer
10026537746,139,Refer
10715229083,297,Refer
10325514521,403,Accept
10460328812,275,Refer
10275296274,241,Refer
10790790958,340,Accept
10779227960,221,Refer
10916886787,297,Refer
10587710012,351,Accept
10116820715,340,Accept
10586916541,252,Refer
10661835183,456,Accept
10647893100,265,Refer
10186352819,193,Refer
10521071465,379,Accept
10853657264,183,Refer
10448960239,279,Refer
10679082308,155,Refer
10288407872,288,Refer
10760529792,385,Accept
10808500379,98,Reject
10531507281,184,Refer
10717954485,247,Refer
10196561801,332,Accept
10344470218,280,Refer
10234989121,385,Accept
10733150307,189,Refer
10561331189,149,Refer
10950058237,186,Refer
10011802533,0,Reject
10980441668,158,Refer
10087662573,225,Refer
10822223565,423,Accept
10236193207,279,Refer
10061292750,261,Refer
10331532849,211,Refer
10920612902,385,Accept
10785951749,203,Refer
10043195596,454,Accept
10435761106,196,Refer
10182090729,373,Accept
10428320084,72,Reject
10502050397,207,Refer
10012117136,337,Accept
10758036905,249,Refer
10683772876,202,Refer
10220023371,146,Refer
10184177854,342,Accept
10181947020,159,Refer
10828266106,385,Accept
10225517829,336,Accept
10848158736,373,Accept
10643939344,249,Refer
10835143593,243,Refer
10048639614,197,Refer
10170687784,373,Accept
10352846754,214,Refer
10198000811,314,Accept
10895115500,84,Reject
10398163804,363,Accept
10778125495,321,Accept
10846207839,239,Refer
10600831871,299,Refer
10558830780,182,Refer
10264835385,181,Refer
10391893638,375,Accept
10061348852,249,Refer
10778727599,281,Refer
10773518591,230,Refer
10261464056,456,Accept
10745329583,163,Refer
10132764294,288,Refer
10499315725,306,Accept
10607150051,145,Refer
10804621936,375,Accept
10704754168,364,Accept
10433225036,63,Reject
10865846981,344,Accept
10397004928,310,Accept
10138967891,196,Refer
10930365276,105,Reject
10085078434,315,Accept
10179699855,358,Accept
10833641224,361,Accept
10383660277,311,Accept
10534636803,116,Reject
10948209135,318,Accept
10112884829,380,Accept
10955361653,202,Refer
10113023278,244,Refer
10895007399,311,Accept
10672473205,236,Refer
10341997532,361,Accept
10636965606,312,Accept
10335016545,401,Accept
10785732693,221,Refer
10540440847,182,Refer
10767603713,255,Refer
10984288957,168,Refer
10086213502,361,Accept
10470660870,256,Refer
10896987247,353,Accept
10107284213,456,Accept
10985720288,353,Accept
10868796117,250,Refer
10902995107,288,Refer
10187972972,88,Reject
10521063525,162,Refer
10117537731,283,Refer
10101567429,86,Reject
10302308639,342,Accept
10523387212,390,Accept
10768984923,344,Accept
10547528900,309,Accept
10414901199,191,Refer
10207374403,385,Accept
10187243215,326,Accept
10515048174,309,Accept
10344708772,288,Refer
10705917250,317,Accept
10944046201,391,Accept
10400448780,309,Accept
10941001580,304,Accept
10570056116,270,Refer
10219937273,316,Accept
10421174775,329,Accept
10780125318,192,Refer
10002674399,286,Refer
10098678184,352,Accept
10895990475,273,Refer
10798584204,150,Refer
10707101075,297,Refer
10713241924,125,Reject
10156883900,264,Refer
10768253579,182,Refer
10277374899,70,Reject
10638882912,373,Accept
10988924154,290,Refer
10795647547,183,Refer
10534300873,363,Accept
10219397559,228,Refer
10217095972,397,Accept
10434487469,220,Refer
10878898829,117,Reject
10237679860,206,Refer
10597797077,278,Refer
10856956637,309,Accept
10317839384,159,Refer
10179535390,332,Accept
10565825831,316,Accept
10787383221,373,Accept
10429441103,152,Refer
10247271810,363,Accept
10468411213,373,Accept
10512424835,54,Reject
10911650662,322,Accept
10788651859,110,Reject
10074871796,375,Accept
10663254717,174,Refer
10000587170,352,Accept
10693206522,235,Refer
10776695579,166,Refer
10571501159,288,Refer
10673647244,347,Accept
10617638150,292,Refer
10417836818,243,Refer
10554156309,230,Refer
10910732276,226,Refer
10309420929,385,Accept
10342952621,325,Accept
10910543371,291,Refer
10435015640,223,Refer
10893096370,293,Refer
10693536185,183,Refer
10867596277,290,Refer
10629902745,176,Refer
10561613456,322,Accept
10311037958,154,Refer
10510282448,385,Accept
10157593016,211,Refer
10737678344,391,Accept
10746761008,177,Refer
10702222010,313,Accept
10090562620,344,Accept
10946751749,273,Refer
10590983990,92,Reject
10183845390,249,Refer
10254863448,186,Refer
10208817766,340,Accept
10813678048,227,Refer
10160832487,293,Refer
10203854456,269,Refer
10496141311,282,Refer
10907009670,364,Accept
10789395942,20,Reject
10747244536,218,Refer
10400472238,311,Accept
10032422007,202,Refer
10162283329,224,Refer
10178914444,237,Refer
10478164707,362,Accept
10739059885,216,Refer
10428665275,389,Accept
10003541121,103,Reject
10999465141,299,Refer
10568216064,149,Refer
10543464267,278,Refer
10606697910,283,Refer
10576680545,240,Refer
10348075426,363,Accept
10696658881,241,Refer
10808655072,216,Refer
10735885353,237,Refer
10633062194,213,Refer
10657432326,158,Refer
10063557590,279,Refer
10278596035,257,Refer
10529990147,258,Refer
10628449972,165,Refer
10149477555,212,Refer
10945062724,223,Refer
10871810739,351,Accept
10078491606,340,Accept
10702098898,231,Refer
10570064727,91,Reject
10786767622,183,Refer
10289227869,128,Reject
10606837523,385,Accept
10460495693,198,Refer
10076920609,309,Accept
10624042302,132,Reject
10544522590,239,Refer
10916545838,340,Accept
10661235993,215,Refer
10304111826,299,Refer
10276180677,240,Refer
10447573185,157,Refer
10089627234,330,Accept
10199500378,309,Accept
10621172171,312,Accept
10796182697,289,Refer
10867351222,366,Accept
10242497974,140,Refer
10695909401,140,Refer
10697249893,363,Accept
10434689542,100,Reject
10487104194,342,Accept
10164204126,228,Refer
10234468273,373,Accept
10328400849,444,Accept
10469717629,240,Refer
10164823684,297,Refer
10837166902,351,Accept
10198228487,202,Refer
10461171362,195,Refer
10633208421,401,Accept
10884667421,332,Accept
10172333757,286,Refer
10134642392,235,Refer
10694209229,344,Accept
10626213824,284,Refer
10612001954,131,Reject
10914163344,312,Accept
10598331746,156,Refer
10929578369,40,Reject
10558672333,161,Refer
10162521849,250,Refer
10730834684,73,Reject
10511787985,316,Accept
10837685909,265,Refer
10186045410,385,Accept
10300605475,143,Refer
10428648728,79,Reject
10555854224,313,Accept
10750738621,267,Refer
10671714119,311,Accept
10337762806,352,Accept
10878171171,354,Accept
10575187584,269,Refer
10893962542,277,Refer
10490552114,365,Accept
10182808977,414,Accept
10845409327,278,Refer
10274275975,301,Refer
10525956470,342,Accept
10831616010,353,Accept
10271930267,214,Refer
10498755867,221,Refer
10082522199,353,Accept
10645810200,332,Accept
10922519763,142,Refer
10858325108,193,Refer
10121165094,315,Accept
10071951583,293,Refer
10172584574,361,Accept
10091415308,291,Refer
10107443313,214,Refer
10847893218,239,Refer
10782750330,312,Accept
10862796696,239,Refer
10162705883,263,Refer
10026199745,226,Refer
10242487755,181,Refer
10724371812,296,Refer
10580330119,140,Refer
10054900801,104,Reject
10484431869,179,Refer
10240283263,318,Accept
10058677901,330,Accept
10588413509,260,Refer
10644073321,176,Refer
10218067320,250,Refer
10501387325,230,Refer
10079284309,188,Refer
10758039522,70,Reject
10780634531,368,Accept
10374378346,164,Refer
10548475851,351,Accept
10464849798,188,Refer
10842193932,291,Refer
10916977748,252,Refer
10201539504,250,Refer
10310016332,168,Refer
10068564489,401,Accept
10254057440,213,Refer
10858152538,344,Accept
10450714602,223,Refer
10969726674,365,Accept
10254090923,340,Accept
10719657457,321,Accept
10488826873,125,Reject
10432319263,250,Refer
10116791589,189,Refer
10459967638,368,Accept
10143231214,289,Refer
10122842371,263,Refer
10490302132,133,Reject
10964026858,373,Accept
10570790335,203,Refer
10174375505,351,Accept
10460463726,311,Accept
10433169207,195,Refer
10243121310,283,Refer
10426447016,122,Reject
10952044693,373,Accept
10540742754,172,Refer
10272637324,401,Accept
10758426451,119,Reject
10308156045,336,Accept
10125569747,133,Reject
10265458887,145,Refer
10881206974,219,Refer
10488085754,438,Accept
10601120651,363,Accept
10992113398,146,Refer
10245628022,264,Refer
10607581490,351,Accept
10000420167,249,Refer
10242173833,363,Accept
10411417674,334,Accept
10546411662,265,Refer
10948889629,249,Refer
10550765190,215,Refer
10878754459,260,Refer
10095684495,260,Refer
10762705060,266,Refer
10408571684,186,Refer
10202359746,288,Refer
10889301575,253,Refer
10454426096,299,Refer
10478578656,292,Refer
10064352316,281,Refer
10612394331,182,Refer
10745084544,373,Accept
10238195196,332,Accept
10372142160,198,Refer
10039490691,330,Accept
10636746845,340,Accept
10456274042,348,Accept
10567407935,236,Refer
10511688164,310,Accept
10165334031,151,Refer
10437732180,120,Reject
10127589888,157,Refer
10074012402,242,Refer
10192122075,54,Reject
10752303120,172,Refer
10380598537,214,Refer
10331255485,344,Accept
10788187171,153,Refer
10544698468,340,Accept
10028634486,288,Refer
10866472838,373,Accept
10093217299,293,Refer
10295144643,185,Refer
10678969857,421,Accept
10804521674,250,Refer
10260496879,351,Accept
10886857399,134,Reject
10837569028,275,Refer
10092609651,181,Refer
10113105861,380,Accept
10526943421,216,Refer
10387084484,373,Accept
10068649613,401,Accept
10543503246,320,Accept
10666587767,140,Refer
10477912123,332,Accept
10251471419,264,Refer
10086318585,309,Accept
10781584475,212,Refer
10401719648,190,Refer
10448616568,304,Accept
10859210336,395,Accept
10095932566,318,Accept
10563839876,330,Accept
10307185617,192,Refer
10392314152,347,Accept
10719717944,246,Refer
10111525362,233,Refer
10623785309,401,Accept
10813110758,353,Accept
10540611349,232,Refer
10998687326,317,Accept
10990698429,152,Refer
10180904473,152,Refer
10283716800,123,Reject
10976559543,422,Accept
10395170446,417,Accept
10745060991,276,Refer
10424614299,249,Refer
10150508526,293,Refer
10123361688,332,Accept
10877750765,385,Accept
10820379887,197,Refer
10580409643,184,Refer
10178281457,316,Accept
10397182390,321,Accept
10115371763,140,Refer
10968288556,319,Accept
10877774741,206,Refer
10079752327,326,Accept
10495098131,240,Refer
10852593924,342,Accept
10668312120,269,Refer
10737239179,209,Refer
10505427405,176,Refer
10620954695,368,Accept
10222898700,133,Reject
10467225125,158,Refer
10141222067,221,Refer
10644273611,110,Reject
10870207292,116,Reject
10159528069,157,Refer
10851522538,184,Refer
10166942967,172,Refer
10514526773,190,Refer
10507406052,182,Refer
10994305785,322,Accept
10322873707,103,Reject
10249883413,340,Accept
10468229675,279,Refer
10344348646,149,Refer
10010518115,281,Refer
10641599591,342,Accept
10719706078,316,Accept
10332422852,40,Reject
10431012743,340,Accept
10606545694,198,Refer
10769592851,379,Accept
10558184196,197,Refer
10224610359,284,Refer
10983685154,401,Accept
10494460311,223,Refer
10289537724,299,Refer
10048230295,218,Refer
10667357956,434,Accept
10654513636,158,Refer
10143635766,284,Refer
10643719442,293,Refer
10754901098,365,Accept
10700003016,134,Reject
10317783007,224,Refer
10663077472,89,Reject
10866689371,202,Refer
10710833885,206,Refer
10818818773,356,Accept
10790839597,77,Reject
10409530214,197,Refer
10366145799,225,Refer
10042530436,192,Refer
10726748112,179,Refer
10404443415,194,Refer
10877340377,344,Accept
10409818970,171,Refer
10491851132,244,Refer
10864207604,215,Refer
10359574742,271,Refer
10126366757,234,Refer
10747995958,142,Refer
10052514893,191,Refer
10167194590,218,Refer
10542357115,375,Accept
10845024045,277,Refer
10989255860,372,Accept
10763934887,214,Refer
10320941622,214,Refer
10220539520,292,Refer
10879388945,204,Refer
10458362621,200,Refer
10538251965,158,Refer
10443416584,173,Refer
10360473780,332,Accept
10347900954,156,Refer
10042924723,278,Refer
10918859833,353,Accept
10972890539,360,Accept
10950105444,283,Refer
10053907748,332,Accept
10026683817,330,Accept
10009661082,289,Refer
10631105951,218,Refer
10690108102,28,Reject
10363813439,111,Reject
10590330853,312,Accept
10021184976,314,Accept
10762770992,263,Refer
10941815621,352,Accept
10212136001,258,Refer
10082483382,322,Accept
10873272571,301,Refer
10975161419,287,Refer
10512990469,156,Refer
10297900880,204,Refer
10383310877,206,Refer
10528804166,255,Refer
10114053246,179,Refer
10713953436,296,Refer
10068321750,138,Refer
10140860916,315,Accept
10208343062,335,Accept
10154330148,340,Accept
10356214463,321,Accept
10375498729,407,Accept
10335971893,361,Accept
10100219692,318,Accept
10915390114,373,Accept
10250768448,297,Refer
10393460338,309,Accept
10166517729,379,Accept
10697411654,401,Accept
10898252903,186,Refer
10118010693,202,Refer
10997482973,167,Refer
10332621281,254,Refer
10080739375,230,Refer
10635215218,82,Reject
10234202789,204,Refer
10218475446,120,Reject
10120844677,115,Reject
10118526814,347,Accept
10688767748,338,Accept
10732935883,330,Accept
10145400595,241,Refer
10847568626,201,Refer
10406688119,229,Refer
10507510613,312,Accept
10331882040,194,Refer
10705293603,287,Refer
10126418970,279,Refer
10564533122,125,Reject
10468716316,221,Refer
10075770766,265,Refer
10309692177,197,Refer
10602712238,170,Refer
10564662620,321,Accept
10119752572,373,Accept
10815810095,241,Refer
10057639605,330,Accept
10482564658,158,Refer
10893104569,119,Reject
10937042755,302,Accept
10669563779,444,Accept
10777778193,246,Refer
10527338367,267,Refer
10590268770,154,Refer
10544809280,197,Refer
10036782707,399,Accept
10292532043,116,Reject
10394615506,239,Refer
10012832113,171,Refer
10366087126,216,Refer
10768035051,73,Reject
10235013818,192,Refer
10433714223,135,Reject
10935682937,328,Accept
10244740994,287,Refer
10382797021,293,Refer
10126532062,230,Refer
10431959414,385,Accept
10793813415,190,Refer
10867523128,267,Refer
10067536236,294,Refer
10926280964,330,Accept
10675738715,337,Accept
10851269612,385,Accept
10916999475,255,Refer
10426698106,140,Refer
10023278842,232,Refer
10178772949,466,Accept
10614495012,351,Accept
10487090318,330,Accept
10591232384,239,Refer
10708245455,201,Refer
10820204287,214,Refer
10316598410,374,Accept
10060474650,194,Refer
10404492725,265,Refer
10305147216,363,Accept
10849618959,385,Accept
10167311659,273,Refer
10512326002,240,Refer
10722612067,159,Refer
10407044425,240,Refer
10242966772,45,Reject
10862316850,342,Accept
10747794745,129,Reject
10323053202,298,Refer
10131432774,254,Refer
10253533798,98,Reject
10158897747,35,Reject
10039891828,438,Accept
10896318515,297,Refer
10847486474,263,Refer
10504984987,237,Refer
10027229651,123,Reject
10243704322,264,Refer
10556494605,385,Accept
10373275557,359,Accept
10654961279,260,Refer
10095457471,104,Reject
10635177451,311,Accept
10039410276,294,Refer
10458418593,218,Refer
10749543691,332,Accept
10820022289,375,Accept
10866559586,237,Refer
10540186204,332,Accept
10718137908,258,Refer
10138213371,321,Accept
10109939336,278,Refer
10313972421,86,Reject
10035453285,363,Accept
10199436804,135,Reject
10566546104,99,Reject
10252746560,284,Refer
10000404779,136,Reject
10433653197,292,Refer
10210890515,249,Refer
10641828587,352,Accept
10873369249,352,Accept
10405427803,262,Refer
10946969633,281,Refer
10264333767,288,Refer
10838720534,288,Refer
10917693722,204,Refer
10317011728,363,Accept
10109803487,219,Refer
10618211576,298,Refer
10004441371,124,Reject
10657432154,255,Refer
10635423898,356,Accept
10431191264,254,Refer
10922097268,113,Reject
10798052306,158,Refer
10231448493,334,Accept
10506440158,132,Reject
10556832535,214,Refer
10477070950,255,Refer
10934292406,298,Refer
10990764745,322,Accept
10686201835,315,Accept
10586123627,194,Refer
10925516736,364,Accept
10247090877,245,Refer
10380058121,226,Refer
10789706166,215,Refer
10886862465,401,Accept
10113813770,375,Accept
10086630865,75,Reject
10922809480,352,Accept
10046795095,361,Accept
10995565752,241,Refer
10745213202,330,Accept
10507919662,293,Refer
10210949661,340,Accept
10950718993,271,Refer
10397724178,385,Accept
10429996472,130,Reject
10830150977,220,Refer
10446980600,62,Reject
10678082615,286,Refer
10451241598,160,Refer
10784092738,185,Refer
10022161820,151,Refer
10811652241,351,Accept
10201916787,250,Refer
10600011346,239,Refer
10960146785,312,Accept
10998818402,314,Accept
10737610389,340,Accept
10578558923,271,Refer
10237430147,273,Refer
10443075957,373,Accept
10676364329,204,Refer
10073758314,289,Refer
10966114864,322,Accept
10103882617,353,Accept
10183956763,255,Refer
10622816035,321,Accept
10428084241,283,Refer
10327073346,281,Refer
10707164437,155,Refer
10939261798,337,Accept
10553929620,322,Accept
10169070377,182,Refer
10557092842,84,Reject
10587854374,311,Accept
10938312294,200,Refer
10583982853,82,Reject
10311744014,245,Refer
10109992410,208,Refer
10901348821,167,Refer
10892737698,291,Refer
10226135398,200,Refer
10914342641,207,Refer
10742555612,300,Refer
10814192955,110,Reject
10471283779,330,Accept
10838846201,438,Accept
10771709094,206,Refer
10391922900,154,Refer
10268403809,182,Refer
10512351682,233,Refer
10729064601,340,Accept
10578903318,275,Refer
10527872837,273,Refer
10013734857,343,Accept
10905117688,215,Refer
10197644547,251,Refer
10283157739,257,Refer
10388739587,250,Refer
10290127291,369,Accept
10142566213,138,Refer
10294613520,330,Accept
10489491334,73,Reject
10759627108,271,Refer
10765487132,354,Accept
10052790497,129,Reject
10130800172,250,Refer
10263151710,326,Accept
10601315328,191,Refer
10322535065,379,Accept
10641164554,257,Refer
10743626389,252,Refer
10081105839,336,Accept
10542342800,239,Refer
10876064973,327,Accept
10460911169,150,Refer
10156711420,308,Accept
10429857931,351,Accept
10234931164,240,Refer
10770521676,209,Refer
10683349794,266,Refer
10577510876,190,Refer
10691391676,240,Refer
10873891204,233,Refer
10153402419,356,Accept
10501358575,138,Refer
10787886735,172,Refer
10140435147,400,Accept
10904531270,342,Accept
10575642703,307,Accept
10407907344,251,Refer
10117450615,247,Refer
10847884603,128,Reject
10337748144,363,Accept
10420537331,271,Refer
10062061358,276,Refer
10786802618,373,Accept
10864729486,260,Refer
10504249207,321,Accept
10198208928,301,Refer
10033248378,311,Accept
10859559360,169,Refer
10988616726,182,Refer
10318203996,61,Reject
10745695546,259,Refer
10475088468,262,Refer
10167636651,234,Refer
10681544472,162,Refer
10494427392,271,Refer
10148600131,232,Refer
10252134614,299,Refer
10589739541,156,Refer
10854864602,288,Refer
10476686649,297,Refer
10576132405,317,Accept
10509075593,369,Accept
10157039935,294,Refer
10999104796,364,Accept
10426180436,262,Refer
10610187769,340,Accept
10827994856,433,Accept
10143463395,363,Accept
10535307220,112,Reject
10282307089,239,Refer
10265756651,82,Reject
10589747679,239,Refer
10118397205,340,Accept
10453623908,168,Refer
10265970766,168,Refer
10509084137,175,Refer
10588406225,389,Accept
10435023494,351,Accept
10943351294,283,Refer
10568611703,140,Refer
10459203376,127,Reject
10397601317,216,Refer
10383452650,227,Refer
10065295634,324,Accept
10952920015,276,Refer
10302058506,71,Reject
10544993538,197,Refer
10431950929,352,Accept
10314503457,344,Accept
10904113238,407,Accept
10725224583,352,Accept
10647875871,270,Refer
10576014654,167,Refer
10907487456,134,Reject
10946932800,231,Refer
10537161749,129,Reject
10518573479,173,Refer
10318188698,199,Refer
10784842227,147,Refer
10322691570,226,Refer
10385852328,54,Reject
10405198049,330,Accept
10089168965,137,Reject
10862967433,337,Accept
10192766766,222,Refer
10535759076,293,Refer
10996547870,352,Accept
10052973584,466,Accept
10270951083,223,Refer
10662660171,288,Refer
10433726884,334,Accept
10336811316,260,Refer
10416483169,138,Refer
10969893508,363,Accept
10867413481,351,Accept
10869598720,134,Reject
10499051997,122,Reject
10084082917,283,Refer
10786988365,361,Accept
10014282929,286,Refer
10037390955,171,Refer
10875232380,137,Reject
10779596651,385,Accept
10999290090,305,Accept
10092469011,291,Refer
10742422815,264,Refer
10352852073,386,Accept
10454968597,292,Refer
10833661938,295,Refer
10412377936,177,Refer
10188313739,378,Accept
10085262760,262,Refer
10834961559,215,Refer
10021224154,259,Refer
10005607716,365,Accept
10913508530,261,Refer
10914682541,302,Accept
10213311401,340,Accept
10545521002,295,Refer
10849186508,218,Refer
10261427255,403,Accept
10969094253,321,Accept
10004570692,361,Accept
10431437373,177,Refer
10821488310,288,Refer
10310217184,205,Refer
10088383983,228,Refer
10242928200,34,Reject
10560579531,260,Refer
10821502635,179,Refer
10807157329,285,Refer
10855472840,321,Accept
10187058119,219,Refer
10582612318,168,Refer
10324984669,299,Refer
10463094509,329,Accept
10059109168,287,Refer
10954583744,373,Accept
10077354354,172,Refer
10565439501,274,Refer
10658486413,389,Accept
10344401454,211,Refer
10970652353,321,Accept
10922577912,318,Accept
10959484818,202,Refer
10912303892,125,Reject
10753067606,306,Accept
10272623209,327,Accept
10781011832,82,Reject
10276915725,325,Accept
10309371474,352,Accept
10150187790,391,Accept
10312090505,28,Reject
10833663201,201,Refer
10215685854,385,Accept
10610433403,364,Accept
10699392203,283,Refer
10996230903,38,Reject
10810135562,328,Accept
10312846803,267,Refer
10534119004,143,Refer
10509971467,182,Refer
10807339796,361,Accept
10681554616,174,Refer
10902582394,183,Refer
10445493589,296,Refer
10267473366,328,Accept
10632393941,344,Accept
10671192679,141,Refer
10565055339,254,Refer
10581137863,375,Accept
10102972706,338,Accept
10491087381,351,Accept
10911829878,373,Accept
10297479841,304,Accept
10950336806,228,Refer
10599387480,311,Accept
10110292601,230,Refer
